x	y	g
-1,877605645	2,849155217	650,68
0,454963225	2,739131234	699,46
2,526851214	2,733375789	361
-2,605359247	4,450139899	698,96
-1,532414122	3,166886191	603,2
-0,218030557	2,833145398	902,45
-1,210295934	3,728520097	412,9
2,875898117	2,500703936	541,2
1,981477261	2,949288701	622,81
-0,103654541	2,610527393	947,24
1,503528499	2,939922092	369,18
0,849231209	3,241546011	412,78
3,530880766	2,819559125	848,84
-0,574274135	3,424245788	869,24
2,8126185	3,228149186	483,82
-0,942652815	3,435809889	544,04
0,642975273	3,406468091	645,94
-0,242744909	3,633665668	569,82
-0,041320425	3,708519167	853,64
-0,626811268	2,753366511	986,95
2,26576709	2,442734484	601,12
-0,899454318	3,324805569	962,61
0,228661383	3,047126449	734,36
1,260788616	2,625486653	478,34
-0,696372903	3,875115169	774,42
2,741328563	2,827276962	792,29
-1,018079696	3,97089483	582,44
0,328433349	3,329651412	641,5
1,162703597	2,033863996	396,88
0,842208426	2,642360819	660,74
2,38324235	2,608017111	449,94
0,778522613	3,015441457	476,75
3,786047156	2,570798091	914,11
0,495059177	3,483185126	542,57
1,383819949	3,117028817	379,48
1,466865141	3,966567351	761,38
1,742850461	2,700449445	416,01
1,960387135	3,726440461	457,72
2,426282207	2,573379186	688,78
3,062095221	2,866062701	754,52
1,792224314	1,865630814	429,65
0,622407606	3,274127959	709,07
0,995089349	3,571066526	784,42
0,5687829	3,822162893	761,4
-0,231579739	3,808939134	969,82
0,337233974	3,328077308	659,81
-0,255558609	3,130631182	539,15
0,127263556	3,062356583	690,77
0,524872865	2,537693846	553,32
2,685083118	3,462461094	497,31
2,235580044	2,722045457	609,55
1,035096222	3,126243821	430,2
1,114643284	3,150915997	799,34
2,647691929	3,172972352	680,53
0,077588126	2,888879082	789,5
2,079185242	3,105714189	581,11
1,048284977	3,14909193	837,8
1,584933049	3,749626729	972,01
1,000469966	2,96789008	612,16
2,062947011	2,540481728	784,34
2,703180085	1,75197499	879,69
1,823217112	3,5210388	906,44
2,077734521	3,269870804	380,97
2,632057039	2,358604789	308,12
-0,537325602	4,271342672	481,05
0,282433792	4,253614563	540,43
3,692583983	2,483200025	789,84
1,787666057	2,841343329	806,66
0,856746495	2,986293878	484,33
-0,087528915	3,274000598	803,73
0,307690524	2,6695384	984,11
-0,000563135	2,875303902	385,36
-0,291587319	2,690185599	387,31
2,397864746	3,942132167	660,6
2,376396297	3,351013792	752,73
0,102547191	3,58970877	947,77
2,386737872	2,720086636	422,02
2,404575936	3,154498597	794,68
1,948305997	3,397833095	882,89
0,751912868	2,785945822	549,29
-0,184480794	2,703567366	791,4
-0,086227183	3,507891191	773,97
0,857703857	3,249462577	760,74
0,177884193	4,267307383	878,69
1,465748713	3,481681545	629,02
1,934786914	2,410906361	398,18
0,725614749	3,661309298	736,38
-0,775607141	3,498199155	642,14
0,22526384	3,262258756	803,41
2,048067774	1,778411377	933,44
0,550835929	3,971609542	629,25
2,079407749	3,463099282	780,37
1,071779466	3,777135328	947,42
0,951116476	2,802707857	728,36
1,716140613	1,974328	893,8
0,887485506	3,08892527	699,41
1,637565687	2,873176691	864,9
0,766762334	3,658184781	945,71
-0,959208417	2,907498263	320,04
2,94265117	2,881193429	825,5
-0,175704415	3,719670858	310,05
-0,075888382	2,968506167	785,82
1,58636169	4,162111751	703,38
-1,02337493	3,711572397	869,69
0,189727844	2,348583926	772,5
-0,37395126	3,463914115	638,64
1,6488911	3,206909822	574,58
2,096590781	2,803507726	768,54
1,443054951	3,12447508	402,02
0,528211333	2,893344605	740,22
0,323717585	3,123463983	787,97
-0,622967796	1,468195449	773,46
1,876594508	2,377931572	468,13
0,085339642	2,990052266	575,08
1,68963157	3,811788944	776,21
-2,197141658	3,258317861	919,4
-1,130610917	2,930460117	852,78
-1,048197045	3,426161249	965,4
1,873844241	2,684882521	340,68
-1,850574323	3,338525879	866,51
0,024195149	3,676736024	694,46
0,331746105	3,459261855	555,28
3,487840406	3,159914172	814,63
1,300348942	3,294822898	842,05
0,153622207	3,606582383	629,1
1,123662493	2,932472355	424,58
0,205990072	3,144419441	375,54
0,812651927	4,046878608	873,05
0,476572503	3,253004474	995,21
0,58235824	2,668352126	865,47
1,990959109	3,157945545	521,03
-0,318937743	2,75968171	958,82
0,30590826	3,895701698	566,77
-0,813110247	2,267067612	570,68
1,993440291	3,303493122	917,02
1,921810852	3,302569147	493,76
-0,908631493	3,264970359	663,75
0,980938412	2,905507187	727,27
1,428890355	2,904566694	524,1
1,098569725	2,513685028	879,03
0,249571849	3,657371763	897,79
1,288707078	3,159631905	376,3
1,333183822	3,132009449	877,14
-0,236867098	3,947866527	459,74
1,432971509	2,79068335	544,54
-0,364729428	3,128425738	889,24
-1,392694769	3,616302528	336,04
0,959242086	3,927081826	620,32
0,893429058	3,650667555	859,07
3,006698652	3,208519286	798,68
-1,28700856	3,006724846	666,82
-0,763010083	2,057463639	730,44
-0,087837113	3,659310847	689,92
2,597931585	2,574596959	427,86
0,602050053	2,919977181	405,72
4,184062324	1,7743341	360,42
0,310519881	3,739184398	903,86
1,299376347	3,260548008	419,15
0,324339476	2,054273787	777,24
2,007965205	2,456924871	758,77
0,275323025	2,53325234	904,49
1,036861885	3,160695446	655,41
0,670421656	2,944779943	550,02
0,673825614	2,504125323	625,6
0,422129595	4,826180566	571,63
-0,078920366	2,220318071	540,17
-0,62384071	2,625401953	753,6
0,908405593	2,951299001	390,58
1,626541811	2,514951082	412,54
1,780692051	2,702413022	785,6
-1,415015247	3,886143362	386,66
0,093053969	3,219210845	568,52
1,151312003	2,523556144	933,31
1,943885572	2,554556065	769,52
2,147039124	2,233168469	462,58
0,884069341	1,693184838	922,71
0,318676657	3,884280158	741,64
1,751910481	3,486644566	825,93
1,411154315	3,406466464	893,2
-0,086556188	3,28580504	984,64
0,284468019	3,08466303	776,61
4,608967288	3,113575859	877,41
0,180553188	1,887094098	917,7
-0,304555279	3,583236362	872,02
0,667530685	2,604447704	813,77
1,151140106	3,766127293	707,06
-1,162276596	3,131435557	615,22
-0,3953808	1,983269026	945,48
3,160568929	2,382534108	764,12
2,293884774	3,577008259	398,98
1,671778572	2,980198105	570,44
1,651185003	3,007597512	655,54
1,564163384	1,790278168	680,05
2,823691432	2,763948656	826,73
0,720901514	2,95451491	522,62
-1,940545658	3,307728169	960,9
-0,150462101	2,793833928	828,37
2,666025373	2,890223068	751,95
-0,34593292	2,648052611	324,22
0,897445926	3,327062207	994,23
2,798122308	1,806589047	523,22
-1,101602967	3,122647756	484,4
0,359512253	4,334133065	447,99
0,283194774	3,370510424	346
-0,050996515	3,391316419	814,38
-0,708512911	4,074251182	440,09
0,411894068	4,138490643	456,52
1,483229481	3,246736811	558,14
0,623784394	3,607172439	573,55
-1,270046508	3,261628151	364,14
2,041445826	3,332432361	743,91
1,212630078	2,429249965	960,33
-1,259452741	2,818528576	573,28
-1,742478211	2,937371896	899,14
1,005795432	3,426681326	345,58
0,799782623	2,698664248	919,92
1,29559312	2,708572588	334,02
1,155561392	2,234625921	660,23
0,273226455	2,466965718	800,27
0,208184012	4,618740951	408,66
1,101560336	3,330450962	789,97
-0,037994803	3,152167537	751,7
-1,271871928	3,760892765	635,33
1,983897847	2,759875918	469,68
0,973554654	3,653892851	755,77
2,43361752	3,293396095	991,99
1,770757591	3,57924529	504,5
1,387590688	2,08181998	967,37
0,085798831	2,804062628	883,51
0,403922579	3,060828939	649,75
1,019342373	3,244514143	535,68
1,390488647	2,543442904	321,4
3,04611001	2,393134775	335,92
1,661871113	3,194784866	831,68
-1,824740173	3,657857612	765,54
1,857381856	3,118242159	619,23
2,527361414	3,442831667	838,73
2,993924989	3,765393485	860,4
0,557852801	2,965862826	504,22
2,819589762	1,848789809	308,28
0,510876133	3,450172548	622,87
2,747449101	2,57735676	937,73
2,611614594	2,728663697	908,74
0,413878148	2,124845125	865,18
1,95757582	2,271086207	970,55
0,365316719	3,695554483	666,19
2,71089585	2,729499319	802,86
1,720774151	3,042040753	514,04
2,730348792	2,577687284	976,82
0,974236236	3,215447129	902,78
2,378462119	2,990208585	967,61
0,970911929	3,274172956	968,37
3,83047042	2,252563019	416,59
0,961308228	3,285057928	557,49
0,087818004	2,742226279	990,65
0,40093021	2,550133771	660,66
1,244100049	3,125725584	836,24
2,683087929	1,415148262	354,69
1,26337758	3,050001178	858,52
0,118750979	4,070574659	402,25
-0,806919973	3,22532556	797,06
1,926556132	2,487964919	422,49
2,237020948	3,005911181	518,25
-0,372574203	3,148542209	300,56
0,356424732	3,32339149	943,65
2,375028135	2,903158706	964,72
-1,291447301	2,555499438	840,64
2,998804059	3,331747102	616,59
1,561701066	2,516827231	380,1
1,853267751	2,888448235	628,05
2,92633782	2,25072422	793,96
0,926177102	2,906371245	348,05
0,941896269	2,940420946	702,64
0,884052292	2,905462654	982,31
0,271797103	4,895134978	665,09
0,984940976	2,265673778	906,14
2,106324619	3,270531637	318,14
0,753052094	3,537781823	773,06
0,147198347	2,351659919	592,15
0,209749912	4,092318251	598,26
0,195723448	3,490222133	745,46
1,062159053	2,96925194	732,68
0,341746647	2,180718614	925,13
1,760173503	2,865721743	420,68
0,42731311	3,026869888	527,16
3,249380076	1,651684537	505,18
1,596263866	2,463262966	740,58
1,505689243	3,71314915	836,51
2,452513365	2,844335756	470,51
0,243877428	2,254771722	583,35
-2,112282258	4,162081105	842,92
1,328786523	3,011505139	300,39
0,997526053	2,169688479	352,72
0,356578621	2,358623135	872,42
1,712881157	2,891115449	760,25
0,153784828	3,505501546	482,91
1,290347783	3,738871746	464,01
0,807440209	2,782442419	395,97
-0,097758944	3,007227381	394,37
0,720491235	3,198074048	601,54
0,668964838	2,78897778	393,67
1,666733259	2,588395064	783,02
0,854671196	2,923210991	595,71
0,270094386	2,987536659	471,53
0,469295761	3,182243747	943,17
0,498979347	3,660468218	892,31
0,197329887	2,660440226	838,74
0,507692518	2,842593736	902,36
2,195193626	2,926877941	517,99
1,754099577	2,216531502	551,4
2,07585616	3,111036881	756,78
1,070919914	4,13856553	736,7
-0,629491853	3,579362931	679,42
0,041832774	3,45891383	547,01
-0,190196705	3,883049318	504,38
0,25560055	2,456522857	861,63
-0,197375131	3,218695952	871,71
2,60075569	4,430885675	831,8
0,002557531	3,110280111	711,92
0,510590388	2,398721445	694,3
-0,477079307	3,065421728	807,27
0,75606764	4,678837235	841,43
1,243074029	3,101901268	890,13
0,749238769	3,201183887	537,06
0,465466867	2,788935155	778,37
3,42901169	2,625670052	401,96
5,159231087	2,152445062	385,91
1,183946508	2,734850572	883,76
1,171637392	2,462006413	881,77
0,074136853	2,227175096	483,18
-0,046937999	2,840104428	516,52
1,618340586	2,636383057	435,25
1,724306809	1,817748205	975,88
0,26021428	3,01526839	961,2
1,262579993	2,856815293	853,2
1,121695795	4,212769225	902,77
-0,188138357	3,76255034	896,66
2,046804693	3,30096916	463,19
0,140884907	3,391518898	369,83
0,600080206	2,59148587	415,13
-1,643150144	2,842328081	890,56
2,408994205	2,862845542	376,2
2,643815036	1,856713372	601,59
-1,220573878	3,475594229	737,1
1,252890574	2,212694882	729,39
1,903457053	2,800138222	697,85
0,962058744	2,054857408	720,7
1,427505436	2,903470294	536,63
2,802316664	2,706213525	795,4
-1,012528243	3,591218628	980,78
0,704151544	2,940504756	661,06
0,161137523	2,612034464	925,52
3,449064412	4,035238573	999,61
1,165259034	3,175992467	649,03
2,664143628	2,087702041	826,42
2,136818865	3,243405374	748,06
1,720131613	2,825509573	878,94
1,550528015	3,141578318	941,81
2,275870528	3,241532676	913,28
3,390515726	2,754611238	423,25
1,815371861	2,850796161	570,44
0,249035939	3,217536318	773,99
2,736407726	1,971688646	303,87
0,830084399	4,286754517	355,99
2,444997266	2,621738847	762,31
-1,155145358	3,690839747	754,22
0,393184152	2,622765197	715,15
-0,459000819	2,575708807	775,28
0,116277515	2,641840805	511,82
0,482467469	3,189051897	461,32
0,134533969	3,16838699	913,19
0,784708352	4,641580024	931,75
2,403963796	2,289573537	363,5
1,642447489	2,117955279	616,22
0,306849905	3,700958629	539,29
-0,388523504	3,07168219	644,92
2,63166787	2,283691056	375,25
1,231155939	3,205769692	325,62
0,395163157	2,860129423	996,07
1,28651628	3,684109761	624,47
2,351781638	3,442889774	754,46
-0,206023388	3,481634753	518,17
-0,027176448	2,486408631	515,29
0,941356335	2,981953214	601,53
0,183941988	2,856705345	648,17
-0,0984487	3,595538527	558,49
1,765821178	3,745490424	576,98
1,808124917	2,853465232	621,53
1,537669175	4,126868739	589,42
0,069695955	2,635132577	858,63
0,56460872	2,955259957	433,09
-0,100062786	2,679764799	897,93
0,978931703	2,60449648	950,7
0,370711876	2,893392125	691,1
0,803767096	3,111989862	468,87
2,50950412	3,385238393	755,42
2,362665038	2,821269875	699,02
0,376593074	3,33850558	345,7
2,770734241	1,988090566	807,54
1,983323347	4,166703222	759,7
1,985947724	2,359224953	407,35
3,028479575	2,65162935	695,54
-0,300133708	3,459908284	621,93
0,404461227	3,265037698	504,76
2,423118978	2,765872699	568,12
2,14794007	2,895835664	606,48
2,032792563	4,774450941	426,73
1,779482917	1,624919065	347,47
-1,037759865	3,092114046	861,93
0,378543226	2,882580568	919,57
-0,155237852	2,049195667	464,27
2,43294301	3,66406779	693,14
-0,863959024	4,094978395	631,45
0,327617221	4,809987248	434,06
-1,089372513	3,043728281	920,47
-0,016892146	3,639324476	834,2
2,261454801	1,938687783	942,4
2,189353284	1,56178938	390,78
0,172727848	2,656282102	410,14
-0,224553415	2,693736391	351,24
0,697123297	3,132953357	602,53
1,282101508	3,071658132	946,36
0,614545644	2,290138443	555,68
-1,194860342	3,457992107	664,64
3,034156242	3,778104722	639,59
2,568404197	1,821333639	482,45
1,1546697	2,7998811	697,59
0,978071037	3,249104387	914,76
1,368288596	3,20927353	383,04
4,171570985	3,159235253	698,96
-0,599464754	2,802793802	886,65
1,767994122	3,851095861	391,12
0,450557243	2,870691517	882,96
-0,328167419	3,199733607	434,29
0,607928839	2,886443759	502,44
2,85107064	3,214145503	809,91
-0,593249364	2,357859457	551,92
1,619888698	2,725730088	409,02
3,44133811	2,168035191	670,39
1,599247515	3,149502368	761,36
0,862773645	3,723752865	461,48
2,197794859	2,041730388	385,04
3,472988214	2,594239911	890,61
1,462616782	2,318950276	986,28
2,214066082	2,573759873	694,09
1,610767282	2,562887293	352,79
-0,688929544	3,88266793	452,21
1,043932112	2,958822144	701,75
3,604402455	1,993956479	636,26
1,19118574	3,02579364	391,05
-0,969755345	3,617570923	895,24
1,813039406	3,52080741	997,62
0,369287372	2,809637348	395,68
0,641991004	2,879005131	954,97
0,3799714	3,387046925	476,64
0,454628719	4,396216987	749,41
-1,774826218	4,402839741	870,29
1,4252887	4,124745296	721,89
0,427126527	3,384008955	994,98
2,653496311	3,260078804	501,19
-0,035609459	3,674135749	914,85
1,926214042	3,797097367	986,87
0,536375582	3,02205911	405,25
1,606282661	2,484747292	585,86
0,380703869	3,854993709	680,79
1,429350532	1,687164357	396,09
-0,536077524	2,656417026	455,66
1,189637064	3,034142142	982,32
1,094840357	2,984097446	312,26
1,253361988	3,242526902	446,93
0,194602069	3,525821035	986,32
2,26574821	2,108789516	996,77
-0,535555627	3,844591869	744,95
0,274933554	2,689943111	777,29
3,145537341	2,850156263	378,44
0,829741207	3,572716836	320,94
-0,681064975	2,272818659	480,08
1,326322822	3,322657104	672,51
-1,261127987	2,913481942	431,6
0,599303658	2,387452355	478,99
-0,864043045	2,862418834	440,75
-0,770958049	2,482469831	839,01
0,110572734	2,692437583	325,26
-0,221548595	2,325442184	786,82
1,749084468	3,680874543	549,92
0,448528207	3,594811437	528,55
0,367480051	2,72150198	504,73
0,374324595	3,393334485	500,64
-0,04262515	3,049299018	556,41
-0,668006808	3,933577469	562,86
1,306316704	3,347233966	840,52
1,46684694	2,134428034	352,47
0,64516265	3,447169119	620,02
1,505444817	2,561050232	567,26
0,507286121	2,880181653	412,99
2,44844293	2,711590177	623,06
0,315612543	2,434422461	950,61
2,427968999	2,069947535	880,43
1,419398484	2,684540082	462,17
1,244597642	2,147092363	405,79
0,402728797	3,858584222	836,91
2,694095051	2,914806075	839,39
0,94810653	3,822386123	704,89
2,882357007	3,268937612	726,16
2,689841365	3,660518627	504,96
-0,232127228	3,734063414	714,75
1,021498165	2,306919489	649,47
-0,015584858	4,327384236	329,97
0,005203921	2,99875408	537,51
0,038072056	3,704053496	519,1
2,138016943	2,771360114	828,93
2,066587227	3,047184934	968,63
-1,127225698	3,140375562	758,27
3,796637124	2,445630241	971,21
0,589859624	2,783932436	687,08
3,236760944	2,462517286	862,51
-0,611352001	3,247064223	798,66
-1,229741982	3,469586505	364,24
1,57439975	2,676442572	827,6
-1,47802771	3,732895027	912,04
0,225488981	3,242848872	970,09
-1,318995252	3,400136464	711,02
1,377877606	2,111477531	530,69
-0,171613177	3,216074897	652,24
-0,426993652	3,590401488	317,62
2,272339107	2,548539999	312,31
0,031486494	2,392884231	999,22
3,057349069	3,651880521	468,99
0,046090721	3,282503239	800,36
-0,11994151	3,614549869	904,86
1,669653784	2,806769797	343,73
1,204589311	2,793493495	758,72
3,040315828	1,988245572	885,38
1,47057762	3,350503361	592,19
1,302790225	3,624143988	828,49
-0,920359034	2,785226531	563,62
0,084856134	2,687402263	608,55
0,145427993	2,190735191	480,03
2,542681758	1,882900914	363,32
0,608388274	2,527622671	883,04
0,871066472	2,99076404	661,69
3,269360464	3,417672746	407,12
2,535188879	2,026026421	935,87
0,702498949	3,906860464	527,44
-0,497666125	2,720058938	979,2
0,052350548	3,20994265	728,82
2,029752783	2,173370606	574,14
-1,626075959	3,62642514	497,45
-1,132240403	3,435604387	579,03
1,783146809	2,307288755	408,81
2,716029031	2,184455794	995,34
0,560177866	3,512125082	827,18
-1,296543147	4,063693643	851,24
0,508861118	2,418384635	439,46
-1,260876028	3,353568746	465,15
3,552694874	1,907035876	680,19
0,574117546	2,427166605	494,08
-0,351299114	1,509901728	965,94
0,406544788	3,07412877	926,54
2,032396603	3,696679676	899,87
-0,00882554	3,371575789	354,16
1,239892815	1,805220184	801,64
1,704581026	3,224468591	872,04
1,099775139	3,603507792	330,97
1,337707998	1,821240856	973,17
-0,706228915	3,317344942	605,93
-0,940118399	3,302873074	485,75
1,633276929	3,521542179	532,74
0,533720819	2,983449157	689,76
0,101533259	3,15482939	808,36
1,726106379	2,931764855	573,31
0,894570886	2,781833211	778,81
-0,525738078	3,354907999	505,62
2,249092604	2,948287736	446,16
1,789038895	4,192953262	426,02
1,10646193	2,065648992	481,26
-1,595418676	1,279097433	417,03
0,090557249	2,821441321	755,37
-0,414163603	3,280741125	328,93
1,002746416	1,946917007	614,58
0,548632537	3,659663192	557,45
1,270628606	3,671767394	459
1,603379625	3,511331077	574,4
0,102082005	3,09039027	953,71
1,259104819	1,051234812	861,2
1,914256602	3,38209857	979,86
0,352498458	4,031009977	448,88
2,250221789	3,031312864	438,83
-1,165311175	2,186791238	562,93
1,078342336	3,373968818	737,59
1,333893111	2,049189014	976,99
1,300983618	4,097087777	529,5
0,963499631	2,354159478	941,97
0,239450846	2,512943225	816,01
0,252333095	2,642079295	804,61
0,489961289	3,523058561	628,29
-1,145773737	2,899713439	822,67
-0,627480109	2,984108964	598,51
0,614497727	3,535061202	436,9
0,386898292	3,113320629	334,32
1,241887973	2,208061156	342,2
3,347508745	2,291508523	990,7
-1,179441335	3,942791617	329,86
1,674941431	3,05820199	464,33
1,011194721	3,504401431	809,44
1,530923422	3,802674279	616,34
1,551354393	3,070269747	979,6
0,351171658	3,438752154	700,48
0,477879851	2,775842022	947,05
0,658632979	2,649586116	782,01
2,061488746	1,91937339	404,97
1,624798155	2,355102618	623,36
1,151808432	3,035757646	313,13
2,57159556	3,29784792	302,37
1,72573086	1,045023488	719,31
1,515423922	2,338750606	938,66
2,550845371	3,281776651	659,56
2,274834798	3,482354535	383,51
1,144743255	2,523880516	724,29
3,416030958	2,241622839	977,01
2,789430547	2,329311807	689,31
0,782717468	2,857614107	784,8
1,744084934	3,001712366	761,32
0,23896595	3,501988588	854,09
-0,26928592	3,233505863	598,6
0,1407883	3,194646875	720,22
1,3593488	2,910510233	402,92
-0,626902434	3,700030435	633,16
1,32761971	2,390459576	975,72
0,863566204	3,688095514	685,77
-0,565235185	3,988850221	304,31
-0,971030703	3,34916333	616,66
0,328649953	2,744085578	366,09
2,646300213	2,072455249	821,71
2,166555284	2,562928243	886,09
-0,860693359	3,799378236	613,75
2,40979163	2,981236958	732,95
1,395661537	2,656341204	894,24
2,437404938	2,80594394	678,01
2,228078716	2,628175025	527,79
1,901843046	2,77949001	804,02
2,67997892	2,171731251	901,82
-0,045787858	3,126813298	458,5
0,954841075	2,510453462	422,13
1,731035281	2,673164311	582,15
-0,395362183	2,275988604	914,03
0,909223112	2,870238822	605,65
3,12964391	2,304947741	527,4
-2,686544001	3,244418842	369,69
-1,082539555	3,495327286	310,73
0,033808312	2,897579078	868,5
0,620688431	2,570440964	395,62
3,861379835	3,47631248	944,2
3,033358421	3,165342976	544,06
-0,028592321	3,753199552	470,15
0,929213685	2,816780813	615,3
0,344496023	3,343585846	798,5
-0,891041241	3,139417953	329,84
-0,947506798	1,930758549	533,63
0,153320111	2,851482426	825,13
1,920426147	2,854321169	351,94
0,777931572	2,445046786	985,22
1,444301373	2,478953094	345,45
-0,66922777	3,695792439	376,01
1,72022766	3,049780411	439,58
2,574266662	2,926981956	858,8
1,504343619	3,296551782	964,28
1,418805333	3,676309491	942,35
1,223670516	2,877991135	998,08
3,412576177	3,082558969	603,76
-0,051639866	3,345491031	853,63
3,773438281	2,599123117	522,3
0,663539537	2,726266193	613,56
0,666594572	2,635110034	664,11
3,59984169	2,969166767	802,02
0,722418388	2,56026051	969,21
-0,447241565	3,143399901	877,76
0,169779693	2,686933473	890,54
0,128898533	2,730176996	972,59
-1,066707371	3,117661877	696,7
2,622601056	3,479470051	920,81
0,543310515	2,311761592	791,79
0,220504057	1,908367847	567,16
1,666664729	2,988213987	534,43
3,337309374	2,181810917	371,17
-0,345278262	2,654316039	872,94
1,575635673	3,385587569	883,91
0,995373517	3,544685352	974,5
0,46757106	3,14422606	894,03
0,932712092	3,43439653	974,3
1,770749735	2,842264152	927,36
1,95139378	2,730312137	418,15
3,130015962	1,797194724	345,93
-1,297573511	4,019481174	320,54
0,371157823	3,445579779	982,5
1,529247632	3,454186576	458,82
-1,18803249	4,686183815	466,73
-0,344129564	3,451472119	626,38
4,779819388	2,721468851	737,51
0,148191203	2,864626413	418,1
1,931008217	2,908380822	749,85
-0,002827987	1,849006405	374,13
-1,50147252	3,387602076	441
2,120858893	3,549913782	374,92
-1,100449971	3,525598745	444,7
1,362067102	2,906759606	972,95
0,948080831	3,536793413	840,82
0,2686468	2,417495482	331,71
0,897558384	3,256524102	534,59
0,796679988	2,851809065	925,84
-0,182004557	3,598709003	535,96
1,810864752	2,736495698	741,56
1,473353947	2,062345423	935,04
1,741996758	4,304545122	385,53
-0,384353418	2,985923891	722,63
0,992660043	2,693325262	833,66
3,847418483	3,384376662	829,72
-0,22077336	2,006705931	478,61
0,649319187	3,226937065	425,13
-0,960865578	4,310533954	682,99
1,723546918	2,29094173	447,73
-0,77200173	3,161869531	970,12
-0,090801232	2,536835745	789,26
-0,778197663	2,449685025	575,59
1,011448902	1,616314461	329,61
1,642483583	2,528328184	507,67
3,172690121	2,654566804	905,28
3,270163723	2,32722789	926,27
-1,163444514	3,359365346	694,2
0,975315682	3,557915621	979,48
2,112866999	1,746275152	556,98
0,913799415	3,542096731	636,1
0,476484171	1,737732318	612,53
0,300539456	2,50232498	523,59
1,011565372	3,489237772	711,39
1,014870284	2,591378743	478,21
5,025322895	3,548155758	504,27
1,484097681	3,046860363	727,4
1,819861461	2,730056263	386,57
0,375881213	2,834816048	716,32
0,387512944	3,739292962	561,5
2,616757489	1,504139282	701,71
-1,086744043	3,385509664	864,07
0,925286325	2,322229933	518,28
0,672802387	3,23922289	966,86
-0,003272017	3,3777956	835,48
2,047866784	2,80909947	653,51
0,622715319	3,770952786	576,02
3,717185924	1,942676489	653,22
1,939496825	2,890599301	739,67
2,175957379	1,573124783	724,63
1,396853357	2,436517546	809,83
0,331813902	2,462334392	737,7
-0,29494309	3,010867574	979,83
0,644536641	3,711803227	539,45
-1,377054543	3,976847066	635,31
0,197894944	5,059335624	680,05
1,880252011	3,696374372	604,9
0,738587271	2,658203093	505,1
2,405489646	2,908141133	373,72
1,234136793	3,536944872	654,39
-1,487104953	4,184351439	866,96
1,487081428	2,570249821	638,57
0,84265504	3,346400801	495,24
0,56528336	2,791209137	865,71
0,447401851	3,90989426	553,06
0,282202884	2,272599448	841,86
0,202559818	3,185761003	606,39
2,218970134	3,730868933	638,49
-0,0673787	3,15155339	905,02
0,502789881	2,062001038	476,91
0,464908491	3,775823667	618,31
0,502934259	3,076847006	845
0,769383656	3,174481332	905,39
3,372393633	2,620539049	649,59
1,095962484	2,499980354	300,6
0,373191154	3,365234906	659,65
1,046076071	3,128370771	978,09
-0,382347123	3,033022128	355,16
1,594985329	3,114908391	798,2
0,841819502	3,180163762	893,23
0,070143576	3,993251043	537,68
0,972163236	2,793472443	320,94
0,176208703	4,185153209	392,47
-0,33055045	3,442826413	334,92
0,870594339	3,653166804	516,09
1,876816932	2,604910487	634,11
0,364020257	3,446593925	786,49
0,089734464	3,073915622	353,87
-0,231760953	2,933098657	913,59
-0,236816443	3,362145147	592,29
0,211026895	3,030684329	716,46
0,139432919	2,525626296	991,69
1,972382469	2,707074823	707,34
0,333431015	4,427324567	432,73
1,582405495	2,302457063	779,87
1,499814345	2,440255744	438,89
0,681219655	2,181656688	467,79
-0,291657678	3,45602266	387,6
1,140490798	2,595315418	978,68
1,459301833	2,913002995	586,88
-0,487248543	2,635676999	573,42
-0,11770523	3,819695805	354,98
-1,035770097	2,901587129	838,96
0,272959236	3,236879661	978,7
2,404705122	2,326811112	700,18
1,759834705	4,031476027	957,16
1,931936399	2,758916754	608,02
0,412956478	1,808749199	933,09
0,822482656	1,824025879	423,86
1,707432885	2,74652104	667,73
2,214922974	3,018556854	708,54
0,445384998	3,183314713	310
-0,184735414	3,477142863	311,51
-0,247843223	2,622178103	677,24
1,195734444	2,025959447	844,13
-0,425923119	3,703747811	869,44
1,871382575	2,412447716	709,85
2,410881268	2,465498698	446,94
0,436072404	2,270837309	557,74
2,669231861	3,575659533	892,2
3,005396961	2,334607515	525,33
1,265314662	2,54552969	910,22
2,260652464	2,091397649	508,74
1,573942777	2,728733375	688,34
0,07856629	3,251636991	375,69
1,964277687	2,737517067	725,61
0,019447913	3,94928809	733,62
0,250677363	2,814859413	638,23
1,494858531	2,701105632	657,88
0,510177504	3,914176563	859,52
1,660610753	3,838728243	758,91
0,705573773	4,048825783	673,01
2,314474618	3,069360254	510,6
3,470196106	1,84261878	649,89
0,195083643	2,240108532	582,11
1,116354761	3,162571077	958,83
1,44312136	3,742713824	831,02
1,483874649	2,118817639	863,61
1,392102284	3,285260854	860,56
-0,431086805	3,500104504	999,6
1,381951163	2,778531503	616,34
1,799687881	3,038133082	616,83
-0,583813326	2,72956144	605,01
0,158712472	3,999440066	906,83
1,420330449	3,225973403	880,73
4,473377191	2,331515283	377,32
0,761200346	4,206606454	384,03
1,622854719	2,629554508	718,52
0,533367178	2,841574402	467,09
-1,315209448	3,842239894	417,01
0,929087206	3,800707024	874,22
0,210526907	3,564074911	936,81
1,609381103	2,454209548	963,54
1,118337073	3,051290758	784,88
1,037539672	3,227612435	766,4
2,673584878	2,336778527	840,33
0,103124395	2,909461453	892,72
-0,087622012	3,610954573	595,38
1,20733309	3,480519617	566,3
-0,281292481	3,634624295	689,66
-0,049763372	3,066750578	955,19
-0,167921247	2,528929789	947,56
